hour,elec_all,elec_office,elec_hotel,elec_school
6,93.95238414226337,719.4206642844949,353.85275241311956,255.60889471261999
7,104.95169225136578,816.4820133858368,411.6008207699895,294.0200027220834
8,106.57357505959547,828.242873786926,430.7350376995653,324.1088231445377
9,104.0417475735907,835.3462226105327,415.23973345262664,342.9492144719767
10,100.54446485000291,831.0425710746147,408.6837213879278,348.1742356617929
11,96.04365678954848,808.1699172995279,385.26843348698554,344.0390213418147
12,90.88298061414116,775.1588128444963,345.5353221563427,336.98379281585136
13,89.8506956712264,761.0910864555092,315.7323706439614,321.6844417837066
14,88.0388401250099,757.1009982735271,305.0539457730077,286.6068959675931
15,86.69660674316037,715.3818325799053,310.76909054121313,240.80291825830363
16,89.73546832418454,667.0486637830329,289.475825208552,209.8586376730336
17,90.94022520471302,622.0083304142385,318.006826928893,182.0398125979225
18,86.92929062011524,554.5314679458484,331.6899526161589,149.16174291144398
19,78.86145932855597,465.5182201127643,336.9476574872393,146.04915136904785
20,67.61526211762451,367.7215123424217,343.56709738944875,147.6610675972206
21,50.62767785078247,292.20997109263163,361.66427738553415,137.38073044241617
22,37.509056328513545,250.2271734781521,390.2608663825797,137.343022746256
23,34.3251743159194,247.91084049538392,412.4716808487572,138.22960861075504
0,33.41231448828459,252.5775154034565,326.66086818431376,137.09564395605602
1,33.216671591438754,257.2060927636904,290.84144463598494,137.37253554584578
2,34.294008261335975,273.44470692233017,263.8915842097443,138.2603558444799
3,39.39480279615905,295.3187850907693,248.1466819839649,137.69612084977527
4,48.65888496222182,359.86639549711305,250.77810329266745,139.63536183167392
5,64.8987938517476,496.2926184687902,282.47832430807125,162.41309136636744
6,86.81982276966056,667.1092532905918,333.6612204963974,247.06953272235944
7,97.4424515372196,757.0277563786094,389.95656443164734,288.87738344246304
8,101.02980996026167,782.9232253065093,414.9782123314683,322.35290253699446
9,98.53815324976648,783.0187050194371,399.32522354989425,342.21977003016065
10,95.34742945274937,782.7530405565686,391.6067735341645,348.71081361800185
11,91.55708446343111,766.285056616665,372.5498031276543,345.30986682370735
12,87.12587282615277,745.367135063276,334.7731704179437,338.5845998495349
13,86.58621987986383,736.2651682700048,306.8902165084803,322.6655606139748
14,85.11075516814118,731.0198556858073,296.87725338830285,288.41140371085913
15,83.68836732602789,690.2415273090713,299.8847664620394,242.61193221317393
16,86.15917971199923,636.6332697636053,276.1421776975186,211.06132745540128
17,87.00192090107522,591.6761959128653,302.9064341980884,181.3353669019876
18,83.05804386075289,533.2336382979782,316.06160163485583,147.4284628218564
19,75.44459939569752,450.1867157927926,321.25495773630564,143.51401206519884
20,64.9632727145481,355.3617077135596,331.1577038903655,145.28274766280776
21,48.974168733636084,282.71651744794434,353.65460795534716,135.1848091776301
22,36.46539757617299,242.39224780370554,381.53906128012784,136.1706103477612
23,33.09775571255737,235.38165039041866,400.21529889792856,138.03640622654552
0,31.863111152915323,241.29282118162223,316.4388138186214,137.2036940434506
1,31.951434064010126,260.6926471037,282.3083046029024,136.70023015081736
2,32.617270791842614,265.7311998260323,253.44166614913496,137.87334432446218
3,36.87055039560585,275.72624717622864,233.26041340795868,137.44383047510144
4,46.01114296676311,341.6505527682295,235.0475772287541,138.74883948020187
5,61.94016562692929,473.544701917319,267.55765762577784,161.99087477297684
6,84.11623057201334,646.4411164649194,322.36650996782106,243.38409981825956
7,95.07601046273128,746.7813164431224,384.49745715059606,286.7949904381212
8,99.24540326076136,764.0512862946351,408.7133599302429,322.1174811762027
9,98.34687956981352,787.7081903862048,397.0032560883946,342.67397531535124
10,95.98811060724321,793.7347118646278,392.9771468400411,349.06108425455955
11,93.07458491914547,791.6310863821461,376.9867242533016,345.4119122413069
12,88.92500667954268,775.6160550056677,341.08468898927157,336.71300482038384
13,88.32496604690267,760.9779951402479,312.2908342018105,320.6249144202998
14,87.04873572120088,751.4132552884934,302.49059449458997,285.2617962278431
15,85.84373969361059,708.6267289473686,307.70060344469283,240.20078011088532
16,87.95401834759345,655.8775726993125,282.7126211842917,210.49805685768504
17,87.18274421180753,595.6298383055977,301.17610609165314,182.91347814932823
18,81.56651602975796,527.660191650016,308.4449155899011,147.86576120404396
19,73.2381018944765,452.4922651195814,311.6760469716561,144.5996706587659
20,62.070142686272646,352.2356584247947,315.282933846327,144.76578546026525
21,46.65118872535586,280.49682879764464,333.58022902534583,132.78487256071446
22,35.17050973312122,243.83014799410972,361.2071573593999,136.755596040086
23,31.78597405224978,241.95373244737848,379.4104845471625,136.97435351127083
0,28.86212284651592,220.04436902110282,212.8960431222135,136.70531923739605
1,27.806917276162046,217.11083325353076,199.772958181403,137.0050476666444
2,27.511729317013216,218.07086017034328,187.46464388801084,136.56687284199631
3,27.965230987285455,219.7670146019541,183.91812856074895,136.6806840794675
4,28.65921887640809,222.605146518269,187.78283005783902,136.84822825606503
5,30.966724220725464,248.3763294429138,216.7537653229111,136.40090498159486
6,55.2433878994031,474.3816588115715,281.4751770387666,155.9895770705769
7,53.286760039184,516.060272096839,362.30510166608013,133.2466055933871
8,65.04642772412097,532.5031422884415,413.75626976394216,120.56104750497578
9,70.3780237035097,539.5923885773094,387.4112709917194,119.28660493377691
10,74.05844136472011,538.6369153462452,355.9854154362703,118.25150095820183
11,72.3406412002384,534.2448185106159,337.75125778300435,117.2855684932287
12,68.67528556504564,521.2981674155393,325.1666895365553,116.6444140772026
13,68.50147478619361,486.5030764596837,317.16153153099805,116.84961446959105
14,66.60555853673185,417.9338188992307,311.0285912156771,116.27393532872786
15,65.49255812050318,350.4139527166265,319.0464103446153,115.94924954291169
16,70.29055621100406,344.5014358193005,295.6396257143042,129.27241722913283
17,73.12412965858786,326.4060938479308,331.2586160514592,146.59798135620088
18,63.00905652691633,207.30892093310143,394.2018945967138,146.26570951796694
19,57.7342360120244,197.29448924000178,415.94045165393874,146.62773248899958
20,56.27152036576644,202.68583018721614,419.34220702772126,147.36786675562118
21,40.07784516869306,207.15286084204277,412.97281068831927,132.05896074944408
22,32.668123783772494,212.80419761220958,352.5527121365828,134.72824077123826
23,30.46786875708594,217.84840179299638,275.3363359052056,138.92948472786838
0,27.68424233178118,225.93391048090174,236.84821968881388,135.98443092311803
1,27.152471186756273,231.728510347463,229.98355965245102,137.08850505292492
2,26.868707207572797,238.4108018257006,215.2682867097317,138.21132855529885
3,27.665509818338418,242.66108033997747,209.59037057589813,136.04311423434945
4,30.947202569629162,246.10663105539902,226.35386908139154,137.29657616525245
5,36.8168882953064,253.2969206403349,256.14141172697896,138.86121904109015
6,47.23204206962794,258.6983760686271,286.44735107632323,156.12688006446453
7,45.78559421650095,229.5873366689916,336.4035408566954,129.94098428904246
8,51.308950709888265,215.01935971839708,395.8856013943701,127.95866583677193
9,52.55896934444568,208.75923349256226,381.9882266898779,123.88714044596267
10,52.26351099363307,201.12159542263043,347.2152814426608,127.48751774404577
11,51.375054834944464,191.20367516906248,328.90649363653307,131.50592075149024
12,50.961622403254125,178.6393324918519,319.391624216053,128.91870896992697
13,49.74134009295217,171.55158827515962,315.31594580351793,130.10039294481132
14,48.8159375124376,166.63759632176874,311.28365789875613,134.0014768301999
15,49.5756374011072,169.10355402235243,315.98851625721124,127.49992471242047
16,55.65269094939394,199.23869483870268,287.77561012632236,137.14243266713788
17,62.910857781981825,225.10797282216828,313.56231770619127,150.39709219572018
18,63.849527412786266,228.99787577321828,355.51398224684647,146.45988032350994
19,61.73568900536915,239.06177721901295,378.14655655322935,147.1784673787538
20,56.764525081947234,254.27136676959697,397.05000685875143,149.65041542598118
21,47.902315223200695,264.74422209995436,401.81455839678256,134.80947173845377
22,38.49771054860809,270.5474873222578,362.41526699381603,137.65949226540673
23,33.84691650446491,273.552252767876,315.3751286888787,137.6363649261502
0,34.738777714706465,298.197755341521,307.3249936598745,138.0338693777056
1,34.64507685119154,299.32897789923413,273.23936104114426,138.11082606219045
2,36.189288374854684,317.7833521013857,251.88344455239582,137.94729365100778
3,41.34866095356052,348.3801947396265,238.06155260244438,138.68548148072426
4,50.83790103384866,421.0375222651764,240.51168949898064,140.43896196566857
5,67.33424672007436,579.2359872073393,271.82280293376806,162.0238837994914
6,88.99907240472395,763.1357029010669,325.27047673343435,244.7105493983857
7,100.06497683242314,866.7991578882609,392.10537788604216,288.2302131392449
8,107.22450936069042,911.5106010736064,428.3039687874431,324.18516582930255
9,107.73899658244383,907.720577309446,421.2701568043121,344.21483710780484
10,106.30044131480406,905.0434510079484,421.0876253320541,349.15367246186673
11,103.67514274124653,876.7506991162429,403.2555684212252,344.29373474077215
12,100.1000814546413,868.783615126544,370.74325165779527,335.0953819824027
13,99.52459837548871,862.331349956715,346.5026118356124,317.2010542961503
14,97.75023772557164,840.5718460606912,335.51107802310884,282.25123361615636
15,96.67033138973004,790.1686448969537,340.1135399996574,238.76500800259083
16,99.41038592787767,738.9519867586988,318.8162903785913,211.2713798922957
17,100.93294408316783,708.6204093751733,345.9280740458862,186.98818676204527
18,95.8250369659743,628.6706122643221,353.1669152517649,154.15501847789574
19,86.94425003877681,538.5731517665579,359.52446862322853,150.64072404557146
20,74.4344915662082,419.8016640383263,364.6813760949663,151.679865977103
21,55.33233120645028,324.4897005383972,379.23123973595955,138.90481057495538
22,41.060191720649776,280.26836921530924,404.5013048076366,138.55192435904362
23,37.342607532041164,268.2095967197442,418.9107383666947,138.5189967972935
0,36.078541692344196,267.98992268014655,333.1940146554631,138.32399707870167
1,35.75404339971442,273.050908518382,294.2569790514464,138.3300993279929
2,36.219213197965196,272.64699484463915,262.1651083670614,138.32140326190878
3,40.8435824455593,293.851353498808,244.68935975610873,138.4521605364589
4,50.336072782900814,368.33687093204287,246.6705379715982,140.1474659081625
5,67.06769384245948,504.38468224448883,279.9769981146522,162.20078497430416
6,89.37275445237485,683.9676514779062,332.01911636406373,249.48171891314985
7,100.2503915492896,782.6831220715226,391.2492620785234,289.76468835425817
8,105.46727448322326,818.1000774546974,422.58804065507763,324.0527884902577
9,104.49189499778988,824.7773525277024,412.22412424935203,343.7033047575172
10,102.61141459058115,832.4074985088195,411.67221665136566,348.84764435693137
11,99.34655101347754,813.144662003313,392.04243166627845,343.81111903664276
12,95.6457223665948,799.1344483378621,354.6319463237457,335.12503459685036
13,96.01312212300894,806.4919161248527,332.7555454587295,318.3763930993095
14,94.5740381384051,802.2772801189817,325.8168444109604,283.6210778787631
15,94.2266109527439,775.4595171120593,336.339086295468,239.48777735787917
16,97.20480014221583,729.3124208845626,316.04551443287585,210.61465334273166
17,96.93625358592911,657.5922523316159,333.70942001041954,186.0222011867831
18,91.88731469226113,588.4148122294974,342.6087067747567,152.68490017052954
19,83.13925283030105,493.7042155319308,344.7514982576533,148.70923897333216
20,72.19518389056192,412.83597664729365,361.0800842223399,150.1551249950364
21,55.31624057321106,342.49757977017674,384.9890823812389,138.96951840168035
22,42.70011271971499,310.6628576270641,418.6229747749216,138.7647750301113
23,40.48302147711209,303.8905048994877,437.3842502841153,139.3183660537608
0,41.11185528105417,319.76675601997664,357.26744585518037,139.59417160355758
1,41.89176498680352,328.3406821764846,325.59521859369084,139.6903063468964
2,43.21664636560332,341.5322475976008,300.34793865724356,139.92631508701507
3,48.39278905909185,374.94679646497906,283.1782009054427,140.46342265482124
4,57.95808127721223,441.66870880476074,283.8830710242226,141.8218079074652
5,74.96691287161312,601.4931159008328,315.6367322464192,164.21356474809807
6,97.26137984935706,788.9183765658956,365.1732332708309,252.78194972740667
7,108.22045765435611,882.5300381331541,425.6599405286986,292.89425882919267
8,114.89420285659413,923.2576151899393,459.8491974445706,327.244691628663
9,115.06121789401689,935.6131395949752,451.6828560755849,346.48319926253384
10,113.60973657540474,954.6029868871915,455.1360097999805,350.626002704586
11,111.00773029141529,956.80576921775,441.3774935463484,345.08982469158013
12,105.72638801293402,917.7096454174027,399.1098950096825,334.6959619388039
13,103.85260149916748,876.6025361981974,365.67365849017466,316.94934731157093
14,100.91302435925041,836.1197354670155,349.20611500683236,282.2044500681868
15,100.26075931819742,803.6248283918317,357.22845244200107,239.1180824720744
16,103.65019411227556,773.9626857793335,341.3318078777886,212.2534804636421
17,104.95974572056375,737.2654142244822,368.12125953524134,189.26026174737217
18,100.66042901593607,673.149940141145,382.3821949555958,157.3118383542398
19,91.43268198691054,563.7486696185314,384.16132770770656,154.03880850928695
20,77.81029290108907,428.741048507734,383.16589499066635,154.79190970682814
21,58.37124540978441,342.06508081657745,400.4626820858525,139.45164961539703
22,44.656513358708665,311.320207251558,433.4676205198844,139.44099479695706
23,41.44080207881097,300.2238447572413,446.29974839321704,139.51583632739855
0,40.265015009352055,298.88561527434416,353.8283596331368,139.30429697433092
1,40.46932145950628,306.51581548273043,322.55810488570444,139.55787511160065
2,42.07650633487259,331.66301323017694,300.27843790949413,139.6597297122888
3,45.67787545254682,343.4958817044099,271.65261495969503,139.52294030884397
4,53.92510499348724,393.85071924989325,263.8689766496471,140.76233145399883
5,70.86253794947048,553.6421244577328,298.71689457938254,163.11713953729327
6,92.94047122037009,746.0431026494351,351.2352888644216,250.89648746742998
7,102.82376642795654,828.536994727608,407.00548099996865,290.50338692015043
8,108.57945683999239,862.1891517750222,437.98881361618436,325.0443399251559
9,108.44365278616375,878.4605434793937,431.14278326984277,344.4744939431405
10,105.93283809820029,863.4031451894433,426.0307484711308,348.8040357495979
11,102.99220174701227,845.8962731220207,405.9494075914763,343.24177039961234
12,99.05009654226963,833.2434997783325,370.8492789430331,333.2768571397125
13,98.7066342293656,830.2878551747776,348.16887736236976,315.6595017702351
14,96.87459948260008,820.9190949858486,339.52097706877777,280.8176300316689
15,94.91748473428375,770.356797137869,339.9687548154191,237.5319815176572
16,95.20743141560936,713.5475302665093,310.86157520636243,205.80253735117358
17,95.05258360089462,652.8131934238407,329.29476268076564,184.64761038671952
18,88.3542121453237,568.3009501939136,331.6546624772206,150.6334167237222
19,78.95392656728866,475.22133686899707,331.41507156118746,146.31590077779998
20,67.11476831967936,365.13003110158905,338.24241870107414,147.16269323562696
21,50.28871481401321,287.49769146401735,358.80969486030534,136.39167680510036
22,37.38823105632591,247.5378558909462,383.40318119834944,137.06550690134367
23,33.893374138463514,239.64916468575763,400.03761660213013,137.83432462558187
0,32.44581229783447,241.63847913043153,314.7802871132365,137.1392637095716
1,32.20341762607531,249.1301743348731,280.1418155540638,136.82535046933504
2,33.077215192883,259.4332262539534,252.83691401720912,137.52178949849622
3,37.33213112939922,281.5743342106193,235.45973331503976,137.43926829368263
4,45.827140615623065,344.72415988075267,235.99950660322287,138.73076694130816
5,60.767018974543866,478.2628428118987,264.2765194681036,161.13360992079745
6,80.80959394681503,643.0807521115904,312.4034854842364,241.3494044022757
7,89.80553154815162,729.4641024938711,370.5998617036348,284.31599038083215
8,94.89208464767735,757.3232898616628,399.70744265127405,321.13697528678165
9,95.1625713232387,780.0742896503326,391.7300539122908,342.9140922342713
10,93.45739439733134,784.7146684004057,389.3261258792428,350.0210238261614
11,90.53858126090046,771.930676602777,369.18126826280286,348.47901585863656
12,86.49623793871474,752.2563456360081,330.4684275012347,341.58847383495174
13,85.83476038245952,734.3361257293051,300.52083985425645,325.77820442502673
14,84.65792615787169,732.8505844457277,291.1695493436969,291.65777241679723
15,83.66275638262533,696.8681186587729,296.30976386198586,244.51861225763062
16,84.32114633538417,634.5803588832784,270.4248632239492,208.02031628328447
17,85.65050999003581,591.9449191374023,298.15652113948346,183.67201471371524
18,80.34902640424033,536.898533375908,309.26576436080444,147.3389935683297
19,71.8239185138907,449.6133973056104,309.3962821510423,142.5109881487612
20,60.85811072678521,348.0378857518015,312.6545460732245,143.41262329608034
21,45.97649390950698,278.82125526566324,332.7839635311737,129.51121972103962
22,34.766068548670134,238.6191744800051,358.16258065810155,132.5979729076423
23,31.309664337068337,229.68045151894043,373.7284167523922,135.19976453272554
0,28.290833254886966,203.67194716003465,207.55524994370256,135.46700224613477
1,27.346638052692423,206.09351907154522,196.41645336976003,136.4192114009941
2,27.372847270055043,221.50577102290555,189.28050704326523,137.08353008398694
3,28.176717801830854,234.64898517678014,189.453698882344,136.59904930983794
4,28.918590003521405,234.80610558696958,190.13799141072596,137.22549326972972
5,31.118253619984007,251.1211241724373,217.7355102923525,136.92413202025477
6,54.69913446152877,464.84183371809974,280.05628619601316,155.1111685578219
7,52.8103394217441,513.6126025864144,360.80846152808283,133.56090784130117
8,66.03997555791531,533.8239017378543,414.664502336031,122.32476213762814
9,72.31517402971107,542.9116169282814,389.29564331340686,120.2320622137718
10,76.05875438057997,539.467994010722,358.57351119480535,119.21109599659874
11,74.06689925790009,530.1194554954332,338.5053046494316,117.5960892114972
12,69.94740506948578,521.2392827100396,323.34669900622765,116.16903891138125
13,70.12683743035613,501.4303670178245,317.8038433408814,117.88786735684631
14,68.7055296247171,441.1997542626164,315.0786829164724,117.91760529835085
15,67.78494869258486,363.95970745457095,320.64791852487605,116.95720871940009
16,71.12975421457935,345.04881745861456,295.62662210402755,126.06398148016831
17,76.34631945185886,335.66125648552895,339.20009287101436,147.0052218162331
18,66.32410589191974,208.35284655678683,401.14324098173324,146.75886136600383
19,61.26268666219466,199.66861184811907,422.7251165867313,148.46992201750072
20,60.27294781600164,207.27659073682406,427.499542206586,148.871408160774
21,42.8945080962385,213.61546593269563,424.150801107546,132.50382017039848
22,34.4199736598145,216.02064184961745,362.90933952066575,136.64241348228356
23,32.44471526741019,222.33237823155235,287.90277461059753,138.40145366042555
0,29.810381425838173,228.2014060807916,249.18839717768927,136.23118509848481
1,29.287019485572085,230.4125713521014,241.5773887740657,136.72476135800883
2,29.30242322743564,241.11398722336895,231.01098072728914,138.18611529874735
3,30.524158505874965,247.83790414587975,227.40962639966455,136.37176488713234
4,34.22468554286334,247.11106924761398,243.34141750569492,136.97190561337317
5,40.664577442507586,246.64900242675455,269.5705015435655,138.16993597417894
6,52.44644626167743,239.92255983535085,298.3087105373931,159.7545399954465
7,54.94198046738012,216.5275093944648,360.17371915733236,134.9985665217158
8,59.20982358959586,204.23254361095243,414.56665611786946,126.31427483178211
9,61.8037087789339,199.4781190182479,401.6771605790332,121.94333487701292
10,62.49003859614576,209.70369276708502,375.7477499268214,121.12339399682436
11,62.58715382586078,216.81694981908095,367.9731421808933,122.3089946220817
12,62.53793050930948,216.32228705402176,359.26722434533747,119.75352679198404
13,62.29246774401426,215.44274277969646,356.55422462458836,120.10803303293882
14,62.8272324761255,219.2572130495291,360.96825993028733,122.30705115634275
15,64.14847542065287,220.12969066375504,367.25174859226814,121.09031171878355
16,67.96174360452756,226.74714632490728,332.7962837126282,129.42252615721972
17,76.35484692654184,254.92094641081857,360.31095781521174,151.90140544400035
18,76.96323773836903,257.9959033382016,400.5603808336693,150.7883897276288
19,73.47662138791195,261.0481579590037,420.1619260444603,152.0473720994821
20,65.17032492607453,264.1443615669976,428.79254890708825,154.2826666145497
21,53.44920782513354,274.3656148260573,427.2609865220011,138.10285831360093
22,42.034302337522746,272.72079909961394,375.93666785092034,137.6914203721436
23,36.74482634561624,271.24743701395926,325.89004483784515,139.31428570058029
0,37.81106649000558,298.66413734230537,324.5641944093603,137.52834485701
1,38.01188287605162,306.66986203680915,292.30183217481914,138.1930264041331
2,39.44379164092061,321.70696837049604,263.17315066567323,139.7548843572009
3,45.77184289150367,370.0587871683052,257.6386374776967,138.66253295882376
